rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
447,51.528695318918594,46.32972322503009,0.14186432666927207,49.56241713042067,53.49497350741651,11901,Riverhead,Suffolk County,NY,658684.0,0.0766591393171904,-0.12063195592598674,-0.5394997875307563,,0.15725626232480994,-0.2615707591095636,0.015913250930868372,0.10109861074252384,2.3,2026-07-31
448,51.52312833067015,46.20938628158845,0.14186432666927207,52.6415812529764,50.4046754083639,11429,New York,Queens County,NY,754509.0,-0.029643448032339842,0.015191072063968747,-0.07166523532028535,,0.10288467598908002,-0.2034591141192491,-0.07836306040933394,0.07648479668810308,1.8,2026-07-31
449,51.50025042567808,46.08904933814681,0.14186432666927207,49.16170279039234,53.838798060963825,07850,Landing,Morris County,NJ,530377.0,0.05948749874071027,-0.33728894927352115,0.025440941160576713,,-0.2870461895824523,-0.03190994286640236,-0.016819084109709337,-0.007754878774096155,2.2,2026-07-31
450,51.4710168056693,45.96871239470517,0.14186432666927207,50.36488774695823,52.57714586438037,11223,New York,Kings County,NY,1102835.0,-0.07322574472660079,0.39476317845045017,0.2026635643989234,0.02876949078369247,0.9670610407028917,-0.15529554186443623,-0.07163709293625153,-0.07610776240115742,2.8,2026-07-31
451,51.466972266379074,45.84837545126354,0.14186432666927207,55.292018700030624,47.64192583272753,08802,Asbury,Hunterdon County,NJ,620265.0,0.018043243186959407,-0.18072970852398562,0.19804193690090344,,-0.369838346500422,-0.04936158263693807,-0.20574915870469113,0.04973167053058285,2.4,2026-07-31
452,51.441327690951006,45.7280385078219,0.14186432666927207,52.51095681064882,50.37169857125319,11764,Miller Place,Suffolk County,NY,744768.0,0.04626151383481805,0.0021966360868734824,0.18259786642883746,,-0.2657061676165935,-0.03769805062613096,-0.11975501346486617,-0.009390232163502168,2.4,2026-07-31
453,51.401187306744575,45.607701564380264,0.14186432666927207,56.257402640981525,46.544971972507625,08553,Rocky Hill,Somerset County,NJ,744469.0,0.046019276257331404,0.0017949441592364224,-0.028033649366381752,,-0.27453877200179133,0.22032962200146333,0.05069509760037327,0.0536752708125479,2.2,2026-07-31
454,51.387694113630594,45.48736462093863,0.14186432666927207,50.51185584112897,52.26353238613222,11715,Blue Point,Suffolk County,NY,716818.0,-0.005799297273771126,-0.03605465624744575,0.03800309223524323,,-0.4093145699099836,0.10050624571335798,0.054085484204424716,-0.05174446585217103,2.3,2026-07-31
455,51.3715167214923,45.36702767749699,0.14186432666927207,54.973992979518826,47.76904046346577,07960,Morristown,Morris County,NJ,917503.0,0.055449315040283415,0.2107791280789275,-0.12885969655063434,0.03859759320311722,-0.14522314693981753,0.1878510675590268,0.011824832020618459,-0.05332657329854458,2.5,2026-07-31
456,51.37095630584838,45.246690734055356,0.14186432666927207,51.45488836128623,51.28702425041054,08751,Seaside Heights,Ocean County,NJ,742711.0,0.22909818869289147,-0.0005690900004271526,0.09113398583093257,0.03803632530187249,0.3710810309962216,-0.09972272030659102,-0.2465616699355806,-0.04936944507961423,2.7,2026-07-31
457,51.34848788294953,45.12635379061371,0.14186432666927207,57.092619391696644,45.60435637420242,07757,Oceanport,Monmouth County,NJ,967809.0,0.08569344198481979,0.26415898883321987,-0.10399921761755415,,0.14838819269348558,0.05223986579884865,0.11423197350050174,0.17177890492211773,3.5,2026-07-31
458,51.33491483931827,45.006016847172084,0.14186432666927207,46.95057683803223,55.71925284060433,07422,Highland Lake,Sussex County,NJ,411809.0,0.07426643893410692,-0.5903154295415121,-0.07622682050765661,,-0.5578527306801011,-0.04894844957644834,-0.14756223372381072,-0.16222081033964092,2.6,2026-07-31
459,51.330864879071356,44.88567990373045,0.14186432666927207,52.7362605386937,49.92546921944902,07662,Rochelle Park,Bergen County,NJ,649216.0,0.03627548890180812,-0.13511145997023988,-0.07333343974839934,,-0.11778355356717474,-0.0036986675504206423,0.03959533054103126,0.11312613365913764,2.4,2026-07-31
460,51.32633007372688,44.765342960288805,0.14186432666927207,50.753808026854784,51.898852120598974,07081,Springfield,Union County,NJ,718316.0,0.0662983143598769,-0.03396695048641263,-0.28663014014431454,0.045564654889018084,-0.36196334760425697,0.16697787052719315,0.10047036951607957,-0.006864498293266144,2.3,2026-07-31
461,51.325270574061065,44.64500601684717,0.14186432666927207,53.37403021298027,49.27651093514185,10709,Eastchester,Westchester County,NY,1027870.0,0.014381030954007917,0.3243675743276171,0.12289317108202091,0.0402774754565763,-0.09262393593517193,0.16853884974802058,0.052184392960628045,-0.04196949245664579,3.1,2026-07-31
462,51.278372559648076,44.52466907340554,0.14186432666927207,50.69723376665793,51.85951135263822,08827,Hampton,Hunterdon County,NJ,629708.0,0.06103075260347737,-0.1656205863369422,0.10291681417097998,,-0.3542574462172461,0.005365833988264623,0.0244519663274243,-0.12028988808290438,2.6,2026-07-31
463,51.25699309496392,44.4043321299639,0.14186432666927207,46.863543857640266,55.650442332287575,07603,Bogota,Bergen County,NJ,621695.0,0.04025335805432953,-0.17842612366558797,-0.1066340951419491,0.05804773029800945,-0.0947969547877936,-0.16730647828821804,-0.10696423048236348,0.15085487784771195,2.2,2026-07-31
464,51.25042802909688,44.28399518652226,0.14186432666927207,50.18099282046795,52.31986323772582,07857,Budd Lake,Morris County,NJ,495996.0,0.018986883122428827,-0.40430737664306626,-0.08249774651036823,,-0.13621105806072653,-0.12626829275405804,-0.012132172053906487,0.2230748666932006,2.0,2026-07-31
465,51.22817144218078,44.163658243080626,0.14186432666927207,52.6329915458691,49.82335133849246,11743,Huntington,Suffolk County,NY,936342.0,0.030044379018466932,0.23110463459699027,-0.14838316305620936,0.043664955662072666,-0.2581459900121008,0.14399556994202967,0.125831140446115,-0.055622808268683335,2.7,2026-07-31
466,51.2034330773962,44.04332129963899,0.14186432666927207,54.887144349287894,47.51972180550451,11231,New York,Kings County,NY,1788288.0,-0.17802742215941478,0.8781379959287623,0.42126778532117015,0.03288007706357997,0.6582525627755611,0.184010967000944,0.1083622859479565,0.044354781355435954,2.2,2026-07-31
467,51.140095393765634,43.922984356197354,0.14186432666927207,53.940656874472324,48.33953391305895,10595,Valhalla,Westchester County,NY,907010.0,0.024455408004634555,0.1992777014347169,0.07636023458456442,,0.1047955601289885,-0.00631273806912569,-0.11547292456934954,-0.017207093973235124,2.7,2026-07-31
468,51.087334980135026,43.80264741275572,0.14186432666927207,49.15463670956518,53.02003325070488,11757,Lindenhurst,Suffolk County,NY,623728.0,-0.01831704945534937,-0.17516167410482808,-0.09843379694045318,0.052946148368458436,-0.30506750988542497,-0.18201583568909036,0.05179191377016856,-0.04198002866221602,2.0,2026-07-31
469,51.07323210417294,43.682310469314075,0.14186432666927207,54.961788911942975,47.1846752964029,10968,Piermont,Rockland County,NY,839908.0,0.022469551806075932,0.12241640954836797,-0.04732665051651708,,-0.13306046845778607,0.17324142678419818,-0.07134119050098775,-0.09640801437979692,3.2,2026-07-31
470,51.07172423141854,43.561973525872446,0.14186432666927207,46.589424878293244,55.55402358454384,10993,West Haverstraw,Rockland County,NY,446796.0,0.07914687003482293,-0.508773296620868,-0.38222869896626044,,0.019969281799208316,-0.25396657163886177,0.10306455812383142,-0.008579063845919513,2.8,2026-07-31
471,51.05072644509973,43.4416365824308,0.14186432666927207,49.53338456895117,52.568068321248276,07034,Lake Hiawatha,Morris County,NJ,533182.0,0.01333220083143552,-0.3320131513815685,-0.4343925596994378,,-0.2615019517465289,0.026039368842493804,-0.04403564937196158,0.22445622664251302,2.3,2026-07-31
472,51.042613114820966,43.32129963898917,0.14186432666927207,50.22211849438302,51.86310773525891,11206,New York,Kings County,NY,1153423.0,0.0766661883116008,0.4396128946457818,-0.03259772291952601,0.041928075686371885,1.042971443884366,-0.12632472308158832,0.2040267919364993,0.05248276825091151,3.6,2026-07-31
473,51.03053699502566,43.20096269554753,0.14186432666927207,46.41365322235559,55.647420767695735,11552,West Hempstead,Nassau County,NY,804051.0,0.028682123871688253,0.07878635257510958,-0.03137530761450513,0.05660255418506426,-0.24437495507429507,-0.0036611246391030083,0.006207232890735881,0.001966507907555745,2.2,2026-07-31
474,51.02039108816538,43.080625752105895,0.14186432666927207,48.24692586983443,53.793856306496345,07514,Paterson,Passaic County,NJ,543461.0,0.06701908756102207,-0.31291831823507543,-0.13417281042528018,,0.15691901261273844,-0.36519646592061006,0.2411475982777933,-0.027890435343578893,2.1,2026-07-31
475,50.986482531168974,42.96028880866426,0.14186432666927207,54.81895553565914,47.15400952667881,07460,Stockholm,Sussex County,NJ,449120.0,0.023383077530550272,-0.5035853443518814,-0.028016694518296248,,-0.7596206870772371,-0.12646301996034498,0.05251292751305847,-0.18003974929026761,2.7,2026-07-31
476,50.93635876040747,42.83995186522262,0.14186432666927207,43.659910336705224,58.21280718410973,11953,Middle Island,Suffolk County,NY,511202.0,0.11793334176587181,-0.3741117132359957,-0.17540120351853083,0.06718285819998115,-0.10959462963731359,-0.16331507614764584,-0.21830872007490676,-0.033511373708348294,2.5,2026-07-31
477,50.935773335197865,42.71961492178099,0.14186432666927207,47.18307010309189,54.68847656730384,18458,Shohola,Pike County,PA,311210.0,-0.0101905905538274,-0.8704082688077452,-0.04862098136597659,,-0.7200923988307573,-0.21508449565805815,0.08844920607284124,0.27512198100694657,2.0,2026-07-31
478,50.91561261902367,42.59927797833935,0.14186432666927207,48.37766072150753,53.45356451653981,07430,Mahwah Township,Bergen County,NJ,726026.0,0.040781651785982836,-0.023290578383024396,-0.21604013011107703,0.05288379216833385,-0.17972411008539102,0.11270578004996834,-0.027081374592590635,0.008166384612178043,2.0,2026-07-31
479,50.87781536526886,42.478941034897716,0.14186432666927207,59.476111374546505,42.27951935599121,10576,Pound Ridge,Westchester County,NY,1496599.0,0.1704350798671527,0.700074444906793,0.21580032315098485,,-0.10013360853303266,0.2786552200454968,-0.0038649642108055104,-0.12197063751563748,3.6,2026-07-31
480,50.863539635307006,42.35860409145607,0.14186432666927207,58.53772124479713,43.18935802581687,07082,Towaco,Morris County,NJ,878455.0,0.007680490250378119,0.1672882447641335,0.2428805444061286,,-0.4345770587884037,0.23894836468548175,0.21746408539484463,0.14683767590606261,2.5,2026-07-31
481,50.84126189872444,42.238267148014444,0.14186432666927207,47.66251471900253,54.02000907844635,07457,Riverdale,Morris County,NJ,492674.0,0.0372763361036931,-0.4110275816872484,-0.2448575887223079,0.06929931102081177,-0.324014150746627,-0.020468832500624534,-0.303441363387444,-0.015838569688531215,1.9,2026-07-31
482,50.83490969349117,42.11793020457281,0.14186432666927207,55.10045933490338,46.56936005207897,11942,East Quogue,Suffolk County,NY,1189760.0,0.1389688449422252,0.4706309232994066,-0.07215796213318626,,0.6516828805780939,0.004720582032892329,-0.21548358907363152,0.057460389935452036,2.6,2026-07-31
483,50.80951575009702,41.997593261131165,0.14186432666927207,50.400033853361435,51.2189976468326,11933,Calverton,Suffolk County,NY,654959.0,0.06028027691534668,-0.12630387564622936,-0.13813101128059735,,0.2882562263101007,-0.19863112205726507,-0.2690867668455663,-0.14777786022996303,2.5,2026-07-31
484,50.80079889170184,41.87725631768953,0.14186432666927207,44.354894803312185,57.24670298009149,08701,Lakewood,Ocean County,NJ,588170.0,0.3285601651421505,-0.23385980105423343,-0.3610892656609348,0.04360869102608827,0.3136407617139241,-0.15282568480445935,-0.011515741442998717,0.23214001421152403,2.3,2026-07-31
485,50.78708623941708,41.75691937424789,0.14186432666927207,50.52392411847708,51.05024836035707,10952,Monsey,Rockland County,NY,1155778.0,0.18630048910558764,0.44165315866884036,0.330679970515936,,0.9988528484498598,-0.23551986344585024,-0.14980579600974586,0.15435282759017382,2.4,2026-07-31
486,50.77407274819332,41.63658243080626,0.14186432666927207,51.79364466416795,49.75450083221868,08530,Lambertville,Hunterdon County,NJ,655065.0,-0.0434542839195565,-0.12614213307394806,-0.2148588490393024,,-0.19626112516287475,0.10381235542026035,0.0027297047159375865,0.08852080072963835,1.9,2026-07-31
487,50.74401236877194,41.51624548736462,0.14186432666927207,52.480223302907135,49.00780143463675,08833,Lebanon Borough,Hunterdon County,NJ,752298.0,0.011158231670363256,0.012256165431244526,0.27793019224973037,,-0.4166175043972047,0.114906851266245,0.046085608034172054,0.10882975504918262,2.5,2026-07-31
488,50.725415310433284,41.395908543922985,0.14186432666927207,40.78583138389884,60.66499923696773,11435,New York,Queens County,NY,589719.0,-0.27583660897040263,-0.23122970135972665,-0.10881840392153741,0.04767673977917658,0.11163211461486067,-0.15604695221989096,-0.044519513043008274,0.04596796631766002,1.5,2026-07-31
489,50.70008883958525,41.27557160048135,0.14186432666927207,53.088863471120916,48.31131420804959,11427,New York,Queens County,NY,792989.0,-0.039052841409263545,0.06493283440781994,0.016713747073756835,,0.2977780734443438,-0.11954195046933236,-0.1170840214403075,0.02035060330910836,1.8,2026-07-31
490,50.66214821095123,41.15523465703971,0.14186432666927207,47.774266901830096,53.55002952007237,07095,Woodbridge,Middlesex County,NJ,489322.0,0.12879718822150324,-0.41785531496048733,-0.14718394845018068,0.0628933655492999,-0.34985379033741393,-0.12863593262215944,-0.039403884228285335,0.0076723628337538735,2.5,2026-07-31
491,50.66164401221987,41.03489771359807,0.14186432666927207,48.62290477972363,52.7003832447161,07666,Teaneck,Bergen County,NJ,706116.0,0.023416993597111718,-0.051096332415459855,0.03935678627106043,0.05020561526253298,-0.3001734653237691,0.08087725859223527,0.02224840553147267,-0.005346858224086495,2.4,2026-07-31
492,50.63528838358317,40.91456077015644,0.14186432666927207,50.01617163657196,51.25440513059439,07644,Lodi,Bergen County,NJ,635606.0,0.041780414669867844,-0.15629805710492306,-0.028675356476906444,0.04464224387388676,0.07290132995305032,-0.1949825688719084,0.06224176441472373,0.05536998325855995,2.3,2026-07-31
493,50.62926068485704,40.794223826714806,0.14186432666927207,55.66585164594847,45.5926697237656,08867,Pittstown,Hunterdon County,NJ,756814.0,-0.0036360341011004438,0.018241950039596944,0.257712649329358,,-0.5814749466573741,0.15002694520477633,0.25864581307731527,-0.08310683576758633,2.3,2026-07-31
494,50.606739641520626,40.67388688327316,0.14186432666927207,50.51710683412842,50.69637244891283,07848,Lafayette Township,Sussex County,NJ,490308.0,-0.0014451301077272605,-0.41584212475710736,0.023115188989589086,,-0.5490890251352287,-0.07968011485221377,0.15167875814024434,-0.18027835582921864,2.4,2026-07-31
495,50.60652106339148,40.55354993983153,0.14186432666927207,50.63529147722511,50.57775064955786,07847,Kenvil,Morris County,NJ,519587.0,0.012275487510671118,-0.3578427155206505,-0.053129257143305963,,-0.08307678541333563,-0.18651582036216707,-0.5115342745517193,-0.1445018873059138,2.3,2026-07-31
496,50.55110968866805,40.43321299638989,0.14186432666927207,52.54946602146837,48.552753355867736,07068,Roseland,Essex County,NJ,830914.0,0.07232577077348204,0.11165032679210718,-0.09339868396288509,,-0.2697480272504802,0.22761450347762713,0.011610090260331773,-0.033053634703243254,2.5,2026-07-31
497,50.4455943655188,40.312876052948255,0.14186432666927207,43.47798479308586,57.41320393795175,07734,Keansburg,Monmouth County,NJ,426817.0,0.0963477070899085,-0.5545202604651305,-0.4915007386758692,0.07028769350385985,-0.24033623932910975,-0.24881487293016458,0.048413592616332934,-0.1403746309915747,3.3,2026-07-31
498,50.43470568895696,40.19253910950662,0.14186432666927207,53.66084096426611,47.20857041364781,07930,Chester,Morris County,NJ,940521.0,0.033206302163249296,0.2355575424947034,0.09201840921185322,,-0.5277916369939792,0.2219009530800733,0.2530638548150552,-0.1386754146513282,2.5,2026-07-31
499,50.388660808745485,40.07220216606498,0.14186432666927207,44.51417534359516,56.26314627389581,08087,Tuckerton,Ocean County,NJ,424554.0,0.13222005413266338,-0.559836496043923,-0.23252628694937627,0.06927423175501296,-0.356851161547451,-0.19996197083439465,0.09123766907659814,-0.09475131660586884,2.4,2026-07-31
500,50.367955403803464,39.95186522262335,0.14186432666927207,50.03788174262734,50.698029064979586,08758,Waretown,Ocean County,NJ,557761.0,0.10012051980112205,-0.2869449019623911,-0.13244940107551706,0.051993557489327255,-0.13936755644469234,-0.16738260924019766,0.094655422428783,-0.10185141673452032,2.3,2026-07-31
501,50.20686021513069,39.83152827918171,0.14186432666927207,52.565439654333424,47.84828077592795,07834,Denville,Morris County,NJ,680530.0,0.02881043402196362,-0.08800436711310766,-0.019295415646935155,,-0.42236890932902615,0.12162123042927309,-0.0006172316583192838,-0.06392946836048781,2.3,2026-07-31
502,50.20439144898536,39.71119133574007,0.14186432666927207,49.85880841184881,50.549974486121904,07012,Clifton,Passaic County,NJ,666388.0,0.083963844495511,-0.1090039605313411,-0.033918771500800915,0.053324281530811486,-0.010138148149329895,-0.024732335106424697,-0.007691203973203997,0.12518205697612955,2.1,2026-07-31
503,50.20155792714642,39.59085439229844,0.14186432666927207,45.384836596707714,55.01827925758512,07421,West Milford,Passaic County,NJ,492328.0,0.03091056178205634,-0.4117316238534272,-0.05997313078681188,0.06824722509867089,-0.5564695637089969,-0.10291594942248172,0.0769082254709943,-0.08639854732091452,2.3,2026-07-31
504,50.14219029316962,39.4705174488568,0.14186432666927207,52.4408837146937,47.84349687164554,11357,New York,Queens County,NY,1010416.0,-0.06216333718406872,0.3072414245718633,0.3052253273667329,0.03591094388668976,0.4539110294759865,-0.09945286669002362,-0.10882772847925004,0.011026145533755291,1.8,2026-07-31
505,50.10731854277766,39.35018050541516,0.14186432666927207,49.246392901360494,50.96824418419483,07088,Union,Union County,NJ,474664.0,-0.12334953564967818,-0.4482698418643274,-0.5088883269193456,,-0.2621897916174636,-0.1756586259677091,0.1430783277180563,-0.25201732685853057,1.7,2026-07-31
506,50.10673046382522,39.229843561973524,0.14186432666927207,57.333679977661134,42.87978094998931,07069,Watchung,Somerset County,NJ,1106303.0,0.058573953822103425,0.39790297877268443,0.4413675304756506,0.027551220518698714,-0.026618044851445477,0.14362127198187047,-0.13787630294836717,0.01762520152705553,2.6,2026-07-31
507,50.10185677092372,39.10950661853189,0.14186432666927207,55.651579385150384,44.55213415669705,08853,Branchburg Township,Somerset County,NJ,886152.0,0.057482177529195516,0.17601185174244804,0.3341227713540622,,-0.4996488666307777,0.27092611817355483,0.11550363647617168,0.12167395308169775,2.3,2026-07-31
508,50.090061761678854,38.98916967509025,0.14186432666927207,50.406988447173504,49.77313507618421,10459,New York,Bronx County,NY,524818.0,-0.016341469592745378,-0.3478239253185862,0.11853442692463112,0.06962154474908958,0.7356888970966675,-0.3473800993727565,0.02951653692604239,0.002350554740024699,1.7,2026-07-31
509,50.04137717815395,38.86883273164862,0.14186432666927207,49.77510826691145,50.30764608939645,11958,Peconic,Suffolk County,NY,1264482.0,0.07037644596629136,0.531541657524162,-0.26602010848743163,,,-0.025363601257368362,,0.12068087487332084,3.0,2026-07-31
510,50.03549954416478,38.748495788206974,0.14186432666927207,56.97964297609654,43.09135611223302,11366,New York,Queens County,NY,1143176.0,-0.028719545985124023,0.43068912672676696,0.3425099990947391,0.029916662572945407,0.24391205970571295,0.06030170304690752,0.2424539908130896,-0.029256002397303596,1.4,2026-07-31
511,49.99180054815781,38.628158844765345,-0.5734621435662612,51.792092009680566,48.19150908663505,07869,Randolph,Morris County,NJ,830084.0,0.06510687506012439,0.11065040748965416,0.2951562800648677,0.029272548224938126,-0.3009279556447553,0.19095839897630384,-0.04598258025715296,-0.0781802022828086,2.3,2026-07-31
512,49.989567059778636,38.50782190132371,-0.5734621435662612,53.4942122579815,46.48492186157578,08810,Dayton,Middlesex County,NJ,649071.0,0.06679891199160118,-0.1353335234498516,0.03825682445344114,0.06193463802750338,-0.43731223510742656,0.21443489470806143,-0.06768551919377863,-0.21189608984982716,2.2,2026-07-31
513,49.96130323490262,38.387484957882066,-0.5734621435662612,50.27274145263413,49.649865017171116,11581,Valley Stream,Nassau County,NY,834523.0,-0.0051965940661876375,0.11598435102042082,-0.058444847932610955,0.04245538043784464,-0.12022534252134887,0.013131035801510316,-0.03760153247545084,-0.014495910599412645,2.0,2026-07-31
514,49.924550361876896,38.26714801444043,-0.5734621435662612,48.15175951611806,51.69734120763574,07022,Fairview,Bergen County,NJ,669401.0,0.050228844626041186,-0.10449356628427431,-0.06644724106252298,0.040327124798948684,0.46405549261112955,-0.25798626951824366,-0.13370091863796318,-0.020772413029422857,2.3,2026-07-31
515,49.91549585914139,38.1468110709988,-0.5734621435662612,48.83812064288567,50.9928710753971,11416,New York,Queens County,NY,763717.0,-0.1222615304950608,0.02732070592168334,0.10327719792995893,0.040852845387734496,0.3518101173407231,-0.2504348664397511,-0.12993389301925085,0.008453828387058146,1.5,2026-07-31
516,49.84821110628579,38.02647412755716,-0.5734621435662612,46.05804967683852,53.63837253573305,11225,New York,Kings County,NY,1162315.0,-0.22995709634644398,0.44729293454186525,0.09232808774607193,0.03586584950966644,0.6847791803991192,0.011298139502431304,0.16124435206663534,0.012032367523456863,2.4,2026-07-31
517,49.83304417635272,37.90613718411552,-0.5734621435662612,59.41263540634761,40.25345294635783,08008,Long Beach Township,Ocean County,NJ,1959722.0,0.1589745656161984,0.9696818119507551,1.1999463885785282,,0.9029970348027649,0.15071371954763846,0.07987326258712102,-0.07981623429476743,2.7,2026-07-31
518,49.829638794636146,37.785800240673886,-0.5734621435662612,50.50963237576911,49.149645213503184,08822,Flemington,Hunterdon County,NJ,652525.0,0.03826240086428215,-0.1300273631717559,0.009420953781400954,0.04794148797010073,-0.3344867708163808,0.11337538229886335,-0.05889632581704518,0.03678023808957702,2.3,2026-07-31
519,49.81532254318938,37.66546329723225,-0.5734621435662612,53.355604475434795,46.27504061094396,08884,Spotswood,Middlesex County,NJ,577031.0,0.1044679196679347,-0.25298013200854186,-0.0003682043901545029,,-0.1828414874849209,-0.12163873799633751,0.036980799477055015,-0.012744375913875408,2.2,2026-07-31
520,49.780476310002,37.545126353790614,-0.5734621435662612,46.82708912279964,52.73386349720437,07871,Sparta Township,Sussex County,NJ,621719.0,0.032806240299859374,-0.17838720115230977,0.2691836575447848,,-0.5790326685960399,0.13377948218577973,-0.03448473633514837,0.02879558529896746,2.7,2026-07-31
521,49.73419181649541,37.42478941034898,-0.5734621435662612,49.786664799676025,49.6817188333148,11596,Williston Park,Nassau County,NY,1041179.0,-0.08955675358205326,0.3372328902431967,-0.23363836547073014,,-0.04035786167142885,0.06172835398122034,-0.0559625140663087,-0.017913396416380414,2.4,2026-07-31
522,49.705169215378575,37.30445246690734,-0.5734621435662612,57.18428847937235,42.226049951384795,08558,Skillman,Somerset County,NJ,1062750.0,0.10273662709935608,0.3577387203572542,0.35719048540848597,,-0.3849040145660194,0.30225537448712625,-0.11763650159122285,-0.028193424249018675,2.3,2026-07-31
523,49.69175298999426,37.18411552346571,-0.5734621435662612,44.37603674219664,55.007469237791874,11756,Levittown,Nassau County,NY,739765.0,0.024076159054505913,-0.004544156572729108,-0.11318051381709893,0.05344042269929164,-0.2670240423858641,-0.10619314964863169,-0.0796436616255658,-0.011592260927961909,2.3,2026-07-31
524,49.68204259632304,37.063778580024064,-0.5734621435662612,44.34336815278506,55.020717039861026,10305,New York,Richmond County,NY,734164.0,-0.04401196806543836,-0.012143746668046518,-0.07702064337324366,0.044866269173065985,0.2853089452292046,-0.1827726205085678,-0.18617846392515602,0.030189398560290834,1.5,2026-07-31
525,49.68087983634191,36.94344163658243,-0.5734621435662612,47.276025599429,52.08573407325482,07751,Morganville,Monmouth County,NJ,890047.0,0.05910557658818441,0.18039814577806013,0.12731282280679324,0.04567211674340705,-0.29797397685468074,0.16242260726034063,-0.06619546426711764,0.12137002150738167,2.6,2026-07-31
526,49.673659440354484,36.8231046931408,-0.5734621435662612,44.89350619670021,54.45381268400875,11233,New York,Kings County,NY,1031541.0,-0.07458593479170048,0.3279330737643651,0.0723847811676599,0.03818090003141248,0.9154483962879751,-0.15786602318233323,0.09800618147916929,0.016717836858859678,1.7,2026-07-31
527,49.60485534836827,36.702767749699156,-0.5734621435662612,45.734738435664774,53.47497226107176,07731,Howell,Monmouth County,NJ,678682.0,0.1576283823947641,-0.09072345786896463,-0.1496157844687449,,-0.2677242165529681,-0.05061014730775981,-0.027518916433724172,0.021438769506282804,2.3,2026-07-31
528,49.60448592251075,36.58243080625752,-0.5734621435662612,44.93403217096957,54.274939674051915,10303,New York,Richmond County,NY,560831.0,-0.017196030954216818,-0.2814557176637056,-0.06727508704545748,,0.009615499422573448,-0.20611312612591037,-0.00889700286680295,0.005745433905645123,1.6,2026-07-31
529,49.595602856203314,36.462093862815884,-0.5734621435662612,47.44306807906082,51.748137633345806,10302,New York,Richmond County,NY,645919.0,-0.0670806536579299,-0.14020170933136278,0.0006237422773018864,,0.2209802052762473,-0.20643791161297914,-0.062219494136327214,-0.07628799043352048,1.8,2026-07-31
530,49.57261341365202,36.34175691937425,-0.5734621435662612,50.1340967737529,49.011130053551135,10901,Montebello,Rockland County,NY,810033.0,0.16933939421869795,0.08619904613898832,0.018933993710968267,0.03958356250557508,0.12494512584065443,-0.027873144617854118,-0.11780384321679982,0.032253005450641845,2.4,2026-07-31
531,49.56909258194082,36.22141997593261,-0.5734621435662612,45.33070176918904,53.8074833946926,10075,New York,New York County,NY,1223655.0,-0.402388558297481,0.49872160774646623,0.01201880237259445,0.039138828042043716,0.17075086744307266,0.38489097324321875,-0.11383925397826467,0.10192111513371342,2.8,2026-07-31
532,49.476185487932256,36.101083032490976,-0.5734621435662612,52.88067186626274,46.07169910960177,11040,New Hyde Park,Nassau County,NY,985701.0,0.0011325915497501227,0.2824765995592262,0.04824547098761656,,-0.03772843677464377,0.067868690462353,-0.05219983432159481,0.06692853016799942,1.9,2026-07-31
533,49.466642225919095,35.98074608904934,-0.5734621435662612,49.59887368634789,49.3344107654903,11563,Lynbrook,Nassau County,NY,769344.0,-0.011517822083921908,0.034661912879128565,-0.1389884965993371,0.04628185843662552,-0.1632369906671951,-0.06090819867920455,0.08332950918356907,-0.030588630664506858,2.1,2026-07-31
534,49.456727800727236,35.860409145607704,-0.5734621435662612,47.32953256317335,51.58392303828112,10511,Buchanan,Westchester County,NY,628755.0,-0.21757801407503904,-0.16713436039179896,0.06052338154861481,,-0.29960943622422787,-0.00922842110517852,-0.07223661771965695,-0.15773450665613503,3.9,2026-07-31
535,49.44534262402851,35.74007220216607,-0.5734621435662612,41.53298441970455,57.35770082835248,11362,New York,Queens County,NY,699482.0,-0.15731066287139725,-0.06053601133872455,-0.3118833106751939,0.054039982998654736,-0.1440376246050683,0.0420034259087132,0.037398521325844314,-0.00980120603028363,1.7,2026-07-31
536,49.4248145713927,35.619735258724425,-0.5734621435662612,49.214953603752484,49.634675539032926,10923,Garnerville,Rockland County,NY,628625.0,0.10497892835176117,-0.1673417798228911,-0.00665403048848745,,-0.05593413761329313,-0.0936530302810954,0.030930244243975835,-0.10604595950053293,2.9,2026-07-31
537,49.39432318396608,35.49939831528279,-0.5734621435662612,55.68806242504439,43.100583942887766,07934,Far Hills,Somerset County,NJ,1038767.0,0.0589316797914389,0.3349132137627002,0.1905404702021407,,-0.44683762152677287,0.2947576587585664,0.3183422532204503,-0.04842415625230041,2.7,2026-07-31
538,49.3336729499163,35.37906137184115,-0.5734621435662612,51.188165012145724,47.47918088768687,11758,Massapequa,Nassau County,NY,833843.0,0.009780882916395589,0.11516925015273749,0.11512246561196804,0.049469728999597,-0.2012405185801296,0.02311503630659728,0.017747780640387845,-0.05684005096517426,2.4,2026-07-31
539,49.33112884719103,35.25872442839952,-0.5734621435662612,44.7841560859819,53.878101608400165,11558,Island Park,Nassau County,NY,762408.0,-0.0030612025850015046,0.02560536468556407,-0.29489584999660146,0.05938204517251976,0.03704378104644479,-0.12889491718227142,-0.08954196153655403,0.09522217573191964,2.0,2026-07-31
